symbol,stock_name,isin
KIRLOSBROS,KIRLOSKAR BROTHERS LTD.,INE732A01036
KECL,KIRLOSKAR ELECTRIC COMPANY LTD,INE134B01017
KIRLFER,KIRLOSKAR FERROUS INDUSTRIES L,INE884B01025
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,INE250A01039
KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,INE146L01010
KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,INE811A01020
KISAAN,KISAAN PARIVAR INDUSTRIES LIMI,INE102C01020
KISAN,KISAN MOULDINGS LTD.,INE017C01012
KITEX,KITEX GARMENTS LTD.,INE602G01020
KIZI,Kizi Apparels Limited,INE0RMR01013
KJMCFIN,KJMC FINANCIAL SERVICES LTD.,INE533C01018
KKALPANAIND,KKALPANA INDUSTRIES (INDIA) LT,INE301C01028
KKPLASTICK,Kkalpana Plastick Limited,INE465K01016
KMCSHIL,KMC SPECIALITY HOSPITALS (INDI,INE879K01018
KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.,INE580H01026
KNACK,KNACK PACKAGING LIMITED,INE17QZ01016
KMEW,Knowledge Marine & Engineering,INE0CJD01029
KRT,KNOWLEDGE REALTY TRUST,INE1JAR25012
KNRCON,KNR CONSTRUCTIONS LTD.,INE634I01029
KOBO,KOBO BIOTECH LIMITED,INE881A01015
KOHINOOR,KOHINOOR FOODS LTD.,INE080B01012
KOKUYOCMLN,KOKUYO CAMLIN LTD.,INE760A01029
KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,INE094I01018
KONNDOR,KONNDOR INDUSTRIES LIMITED,INE971A01014
KOPRAN,KOPRAN LTD.,INE082A01010
KFL20226C,Kosamattam Finance Limited,INE403Q07GQ4
KOTAKBANK,KOTAK MAHINDRA BANK LTD.,INE237A01036
KFBL,KOTHARI FERMENTATION & BIOCHEM,INE991B01010
KOTIC,KOTHARI INDUSTRIAL CORPORATION,INE972A01020
KOTHARIPRO,KOTHARI PRODUCTS LTD.,INE823A01017
KOTYARK,Kotyark Industries Limited,INE0J0B01017
KOVAI,KOVAI MEDICAL CENTER & HOSPITA,INE177F01017
KLRFM,KOVILPATTI LAKSHMI ROLLER FLOU,INE014E01015
KPGEL,KP GREEN ENGINEERING LIMITED,INE0QVH01025
KPIGREEN,KPI Green Energy Limited,INE542W01025
KPITTECH,KPIT Technologies Ltd,INE04I401011
KPT,KPT INDUSTRIES LIMITED,INE731D01024
KRANTI,Kranti Industries Limited,INE911T01010
KRATIKAL,KRATIKAL TECH LIMITED,INE1L0M01019
KRBL,KRBL LTD.,INE001B01026
KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIE,INE268B01013
KREONFIN,KREON FINNANCIAL SERVICES LTD.,INE302C01018
KRETTOSYS,KRETTO SYSCON LIMITED,INE128R01023
1140KRFL27,KRFL-11.40%-24-10-27-PVT,INE0NES07287
KRIDHANINF,KRIDHAN INFRA LIMITED,INE524L01026
KVFORGE,KRISHANVEER FORGE LIMITED,INE013J01016
KRISHIVAL,KRISHIVAL FOODS LIMITED,INE0GGO01015
KRIFILIND,KRISHNA FILAMENT INDUSTRIES LI,INE073A01019
KIMS,Krishna Institute of Medical S,INE967H01025
KRISHNA,KRISHNA VENTURES LIMITED,INE537L01010
KRITI,KRITI INDUSTRIES (INDIA) LTD.,INE479D01038
KRITINUT,KRITI NUTRIENTS LTD,INE798K01010
KRN,KRN HEAT EXCHANGER AND REFRIGE,INE0Q3J01015
KRONOX,KRONOX LAB SCIENCES LIMITED,INE0ATZ01017
KROSS,Kross Limited,INE0O6601022
KRSNAA,Krsnaa Diagnostics Limited,INE08LI01020
KRYPTONQ,KRYPTON INDUSTRIES LTD.,INE951B01014
KRYSTAL,KRYSTAL INTEGRATED SERVICES LI,INE0QN801017
KSSMART,KS Smart Technologies Limited,INE737E01011
KSB,KSB LIMITED,INE999A01023
KSE,KSE LTD.,INE953E01022
KSHINTL,KSH INTERNATIONAL LIMITED,INE987S01020
1065KSL26,KSL-10-.65%-06-11-26-PVT,INE07HK07809
1040KSL27,KSL-10.40%-25-1-27-PVT,INE07HK07817
1045KSL27,KSL-10.45%-16-03-27-PVT,INE07HK07841
1050KSL27,KSL-10.50%-2-12-27-PVT,INE07HK07866
1065KSL27,KSL-10.65%-12-08-27-PVT,INE07HK07825
KSOLVES,Ksolves India Limited,INE0D6I01023
KSR,KSR Footwear Limited,INE1SPP01016
KUANTUM,KUANTUM PAPERS LTD.,INE529I01021
KUBERJI,Kuber Udyog Limited,INE594R01018
KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD,INE795E01019
KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.,INE638D01021
KUSHIND,Kush Industries Limited,INE979D01011
KUWERIN,KUWER INDUSTRIES LTD.,INE430F01010
KVSCASTING,KVS Castings Limited,INE163701019
KPL,Kwality Pharmaceuticals Limite,INE552U01010
KWIL,Kwality Walls (India) Limited,INE2KCE01013
LTF,L&T Finance Limited,INE498L01015
LTTS,L&T Technology Services Limite,INE010V01017
LTELEVATOR,L. T. ELEVATOR LIMITED,INE0TJ801010
LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,INE337A01034
LAOPALA,LA OPALA RG LTD.,INE059D01020
LATIMMETAL,La Tim Metal & Industries Limi,INE501N01020
LACTOSE,LACTOSE (INDIA) LTD.,INE058I01013
LAHL,Ladam Affortable Housing Limit,INE213U01019
LADDERUP,LADDERUP FINANCE LTD.,INE519D01015
LADDU,LADDU GOPAL ONLINE SERVICES LI,INE546I01025
LAFFANSQ,LAFFANS PETROCHEMICALS LTD.,INE919B01011
LAKESHORE,LAKE SHORE REALTY LIMITED,INE734D01010
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LT,INE191O01010
LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYS,INE284C01018
LAKSHMIEW,LAKSHMI ENGINEERING AND WAREHO,INE718M01022
LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.,INE938C01019
LAKPRE,LAKSHMI PRECISION SCREWS LTD.,INE651C01018
LAMBODHARA,LAMBODHARA TEXTILES LTD.,INE112F01022
LANCER,Lancer Container Lines Limited,INE359U01028
LANCORHOL,LANCOR HOLDINGS LTD.,INE572G01025
LANDMARC,LANDMARC LEISURE CORPORATION L,INE394C01023
LANDMARK,LANDMARK CARS LIMITED,INE559R01029
LGLL,LANDMARK GLOBAL LEARNING LIMIT,INE12QA01010
LPDC,LANDMARK PROPERTY DEVELOPMENT,INE197J01017
LANDSMILL,Landsmill Green Limited,INE688J01023
LT,LARSEN & TOUBRO LTD.,INE018A01030
LASA,Lasa Supergenerics Limited,INE670X01014
LASTMILE,LAST MILE ENTERPRISES LIMITED,INE404B01022
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011
LAURUSLABS,Laurus Labs Limited,INE947Q01028
LAXMIDENTL,Laxmi Dental Limited,INE0WO601020
LAXMIINDIA,LAXMI INDIA FINANCE LIMITED,INE06WU01026
LXCHEM,Laxmi Organic Industries Limit,INE576O01020
LCCINFOTEC,LCC INFOTECH LTD.,INE938A01021
LELAVOIR,LE LAVOIR LIMITED,INE204S01012
IXIGO,Le Travenues Technology Limite,INE0HV901016
LLFICL,LEADING LEASING FINANCE AND IN,INE715Q01029
LESL,LEAPFROG ENGINEERING SERVICES,INE0X6O01027
LEENEE,LEE & NEE SOFTWARES (EXPORTS),INE791B01014
THELEELA,Leela Palaces Hotels & Resorts,INE0AQ201015
LEHAR,LEHAR FOOTWEARS LIMITED,INE976H01018
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018
LENSKART,Lenskart Solutions Limited,INE956O01016
LESHAIND,LESHA INDUSTRIES LTD.,INE050L01048
LEXGLOBAL,LEXORA GLOBAL LIMITED,INE745A01012
LEXORAA,LEXORAA INDUSTRIES LIMITED,INE185D01015
LGEINDIA,LG Electronics India Limited,INE324D01010
LGBFORGE,LGB FORGE LTD.,INE201J01017
LIBERTSHOE,LIBERTY SHOES LTD.,INE557B01019
LIBORDFIN,LIBORD FINANCE LTD,INE212B01011
LICHSGFIN,LIC HOUSING FINANCE LTD.,INE115A01026
LICI,LIFE INSURANCE CORPORATION OF,INE0J1Y01017
LIKHITHA,Likhitha Infrastructure Limite,INE060901027
LIMECHM,LIME CHEMICALS LTD.,INE891G01011
LINC,LINC LIMITED,INE802B01027
LINCOLN,LINCOLN PHARMACEUTICALS LTD.,INE405C01035
LINDEINDIA,Linde India Limited,INE473A01011
LINKPH,LINK PHARMA CHEM LTD.,INE302F01011
LIOTECH,LIOTECH INDUSTRIES LIMITED,INE0TKX01011
LIPPISYS,LIPPI SYSTEMS LTD.,INE845B01018
LKPSEC,LKP Securities Limited,INE341H01023
13LLDL29,LLDL-13%-30-1-29-PVT,INE0JZO07040
1350LLD29,LLDL-13.50%-30-01-29-PVT,INE0JZO07032
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMIT,INE093R01011
LLOYDSENT,LLOYDS ENTERPRISES LIMITED,INE080I01025
LLOYDSME,LLOYDS METALS AND ENERGY LTD.,INE281B01032
LMW,LMW Limited,INE269B01029
LODHA,Lodha Developers Limited,INE670K01029
LOGICA,LOGICA INFOWAY LIMITED,INE0BSU01018
LOKESHMACH,LOKESH MACHINES LTD.,INE397H01017
LONGSPUR,Longspur International Venture,INE180M01033
LOOKS,LOOKS HEALTH SERVICES LIMITED,INE204N01013
LORDSCHLO,LORDS CHLORO ALKALI LTD.,INE846D01012
LORDSHOTL,LORDS ISHWAR HOTELS LIMITED,INE689J01013
LORDSMARK,Lords Mark Industries Limited,INE567L01025
LAL,LORENZINI APPARELS LIMITED,INE740X01023
LOTUSCHO,LOTUS CHOCOLATE CO.LTD.,INE026D01011
LOTUSEYE,Lotus Eye Hospital And Institu,INE947I01017
LOVABLE,LOVABLE LINGERIE LTD.,INE597L01014
LOYAL,Loyal Equipments Limited,INE876S01017
LTFOODS,LT FOODS LTD.,INE818H01020
898LTF29,LTF-8.98%-13-3-29-NCD,INE027E07998
LTM,LTM LIMITED,INE214T01019
LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD,INE983C01015
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,INE872H01027
LUMAXIND,LUMAX INDUSTRIES LTD.,INE162B01018
LUPIN,LUPIN LTD.,INE326A01037
LUXIND,LUX Industries Limited,INE150G01020
LWSKNIT,LWS KNITWEAR LTD.,INE281M01013
LYKALABS,LYKA LABS LTD.,INE933A01014
LYKISLTD,LYKIS LIMITED,INE624M01014
LYONSCO,LYONS CORPORATE MARKET LTD.,INE100F01019
MBEL,M & B ENGINEERING LIMITED,INE08N601015
MPKSTEELS,M P K STEELS (I) LIMITED,INE1PJP01015
MKEXIM,M. K. Exim (India) Ltd.,INE227F01010
MKPL,M.K.Proteins Limited,INE964W01021
MMFL,M.M.FORGINGS LTD.,INE227C01017
MPAGI,M.P.AGRO INDUSTRIES LTD.,INE468C01017
MANIVENI,M.R.MANIVENI FOODS LIMITED,INE0YD301010
MAANALU,MAAN ALUMINIUM LTD.,INE215I01027
MCCHRLS-B,MAC CHARLES (INDIA) LTD.,INE435D01014
ROBU,Macfos Limited,INE0OLH01013
MACHLTD,MACH TRAVEL SOLUTIONS LIMITED,INE0UYT01018
MACIND,Machhar Industries Limited,INE01BT01015
MACPLASQ,MACHINO PLASTICS LTD.,INE082B01018
MADALA,MADALA HOLDINGS LIMITED,INE002B01016
MADHAVIPL,Madhav Infra Projects Limited,INE631R01026
MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,INE469C01023
MADRASFERT,Madras Fertilizer Limited,INE414A01015
METSL,MAESTROS ELECTRONICS & TELECOM,INE318N01011
MAFATIND,MAFATLAL INDUSTRIES LTD.,INE270B01035
MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011
MCLOUD,MAGELLANIC CLOUD LIMITED,INE613C01026
MAGENTA,Magenta Lifecare Limited,INE0QZ901011
MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.,INE437D01010
MAGNUM,MAGNUM VENTURES LTD.,INE387I01016
MAGNUS,MAGNUS STEEL AND INFRA LIMITED,INE898E01011
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION,INE843B01013
MFML,Mahalaxmi Fabric Mills Limited,INE0US801024
MHLXMIRU,MAHALAXMI RUBTECH LTD.,INE112D01035
MAHALXSE,MAHALAXMI SEAMLESS LTD.,INE257F01017
MAHALIFE,MAHAMAYA LIFESCIENCES LIMITED,INE0U9D01019
MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,INE451L01014
MGL,Mahanagar Gas Limited,INE002S01010
MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,INE153A01019
MAHACORP,MAHARASHTRA CORPORATION LTD.,INE272E01027
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,INE288A01013
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,INE271B01025
MHSGRMS,MAHASAGAR TRAVELS LTD.,INE007G01014
MAHAVEER,Mahaveer Infoway Limited,INE019D01016
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL,INE774D01024
M&M,MAHINDRA & MAHINDRA LTD.,INE101A01026
MAHEPC,MAHINDRA EPC IRRIGATION LIMITE,INE215D01010
MHRIL,MAHINDRA HOLIDAYS & RESORTS IN,INE998I01010
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS,INE813A01018
MAHLOG,Mahindra Logistics Limited,INE766P01016
MAIDEN,Maiden Forgings Limited,INE0O1T01010
MAITHANALL,MAITHAN ALLOYS LTD.,INE683C01011
MAITRI,Maitri Enterprises Limited,INE501L01024
MAJESAUT,MAJESTIC AUTO LTD.,INE201B01022
MAKERSL,MAKERS LABORATORIES LTD.,INE987A01010
MALLCOM,MALLCOM (INDIA) LTD.,INE389C01015
MALUPAPER,MALU PAPER MILLS LTD.,INE383H01017
MAMATA,MAMATA MACHINERY LIMITED,INE0TO701015
MANINDS,MAN INDUSTRIES (INDIA) LTD.,INE993A01026
MANINFRA,MAN INFRACONSTRUCTION LTD.,INE949H01023
MANAKALUCO,Manaksia Aluminium Company Ltd,INE859Q01017
MANAKCOAT,Manaksia Coated Metals & Indus,INE830Q01018
MANAKSIA,MANAKSIA LTD.,INE015D01022
MANAKSTEEL,Manaksia Steels Limited,INE824Q01011
MANALIPETC,MANALI PETROCHEMICAL LTD.,INE201A01024
MANAPPURAM,Manappuram Finance Ltd,INE522D01027
MANBA,Manba Finance Limited,INE939X01013
MANBRO,Manbro Industries Limited,INE348N01042
MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,INE545L01039
MEIL,MANGAL ELECTRICAL INDUSTRIES L,INE0PKD01011
MANGLMCEM,MANGALAM CEMENT LTD.,INE347A01017
MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,INE584F01014
MGEL,MANGALAM GLOBAL ENTERPRISE LIM,INE0APB01032
MANGIND,MANGALAM INDUSTRIAL FINANCE LT,INE717C01025
MANORG,MANGALAM ORGANICS LIMITED,INE370D01013
MSL,Mangalam Seeds Limited,INE829S01016
MWL,Mangalam Worldwide Limited,INE0JYY01029
MRPL,MANGALORE REFINERY & PETROCHEM,INE103A01014
MANKIND,Mankind Pharma Limited,INE634S01028
MCPL,Manoj Ceramic Limited,INE0A6N01026
MANOJJEWEL,Manoj Jewellers Limited,INE0MV001018
MVGJL,MANOJ VAIBHAV GEMS 'N' JEWELLE,INE0KNT01012
MANOMAY,Manomay Tex India Limited,INE784W01015
MANORAMA,Manorama Industries Limited,INE00VM01036
MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,INE094E01017
MANTRA,Mantra Capital Limited,INE304E01010
MANUGRAPH,MANUGRAPH INDIA LTD.,INE867A01022
MAPROIN,MAPRO INDUSTRIES LTD.,INE848M01019
MARALOVER,MARAL OVERSEAS LTD.,INE882A01013
MARATHON,MARATHON NEXTGEN REALTY LTD.,INE182D01020
MARBLE,MARBLE CITY INDIA LIMITED,INE807H01023
MSCTC,MARDIA SAMYOUNG CAPILLARY TUBE,INE277E01026
MTPL,MARG TECHNO PROJECTS LIMITED (MTPL),INE245H01018
MTPL-RE,MARG TECHNO PROJECTS LIMITED (MTPL-RE),INE245H20018
MARGOFIN,MARGO FINANCE LIMITED,INE680B01019
MARICO,MARICO LTD.,INE196A01026
MARIS,MARIS SPINNERS LTD.,INE866D01010
MKTCREAT,MARKET CREATORS LTD.,INE944C01017
MARKOLINES,Markolines Pavement Technologi,INE0FW001016
MARKSANS,MARKSANS PHARMA LTD.,INE750C01026
MARSONS,MARSONS LIMITED,INE415B01044
MARBU,MARTIN BURN LTD.,INE199D01016
MGIL,MARUTI GLOBAL INDUSTRIES LIMIT,INE368C01019
MAINFRA,MARUTI INFRASTRUCTURE LTD.,INE392G01028
SPITZE,Maruti Interior Products Limit,INE0JSJ01014
MARUTI,MARUTI SUZUKI INDIA LTD.,INE585B01010
MASFIN,MAS Financial Services Limited,INE348L01012
MASTEK,MASTEK LTD.,INE759A01021
MASTERTR,MASTER TRUST LTD.,INE677D01037
MATRIMONY,Matrimony.com Limited,INE866R01028
MUL,MAURIA UDYOG LIMITED,INE150D01027
MAWANASUG,MAWANA SUGARS LTD.,INE636A01039
MAXESTATES,Max Estates Limited,INE03EI01018
MFSL,Max Financial Services Limited,INE180A01020
MAXHEALTH,Max Healthcare Institute Limit,INE027H01010
MAXHEIGHTS,Max heights Infrastucture Ltd,INE393F01010
MAXIND,Max India Limited,INE0CG601016
MAXGROW,MAXGROW INDIA LIMITED,INE485D01043
MAXIMUS,Maximus International Limited,INE544W01021
MCFL,Mayank Cattle Food Limited,INE0R5Z01015
MAYURFL,MAYUR FLOORINGS LTD.,INE262W01012
MAYUR,MAYUR LEATHER PRODUCTS LTD.,INE799E01011
MAYURUNIQ,MAYUR UNIQUOTERS LTD.,INE040D01038
MAZDOCK,Mazagon Dock Shipbuilders Limi,INE249Z01020
MAZDA,MAZDA LTD.,INE885E01042
1025MBFL27,MBFL-10.25%-16-10-27-PVT,INE296Q07142
1130MBFL27,MBFL-11.30%-5-6-27-PVT,INE939X07200
MBLINFRA,MBL Infrastructure Ltd,INE912H01013
0MCIBPL27,MCIBPL-ZC-05-08-27-PVT,INE0K0Y08011
0MCIBPL280M,MCIBPL-ZC-28-06-28-PVT,INE0K0Y08052
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,INE942G01012
10MCSL27A,MCSL-10%-16-5-27-PVT,INE296G07150
10MCSL27,MCSL-10%-19-3-27-PVT,INE296G07143
10MCSL2027,MCSL-10%-29-07-27-PVT,INE296G07309
MEDIASSIST,Medi Assist Healthcare Service,INE456Z01021
MEDICAPQ,MEDI-CAPS LTD.,INE442D01010
MMWL,MEDIA MATRIX WORLDWIDE LTD.,INE200D01020
MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT,INE828I01019
MEDICAMEQ,MEDICAMEN BIOTECH LTD.,INE646B01010
MIL,Medico Intercontinental Limite,INE858Q01019
MEDICO,MEDICO REMEDIES LIMITED,INE630Y01024
MEDPLUS,Medplus Health Services Limite,INE804L01022
MEERA,Meera Industries Limited,INE343X01026
MEESHO,Meesho Limited,INE0VDM01015
MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,INE186C01023
MEGACOR,MEGA CORPORATION LTD.,INE804B01023
MNIL,Mega Nirman & Industries Limit,INE216Q01010
MEGAMONT,MEGAMONT LIMITED,INE317D01014
MEGASTAR,Megastar Foods Limited,INE00EM01016
MOL,Meghmani Organics Limited,INE0CT101020
MIIL,Meghna Infracon Infrastructure,INE898Q01015
MEGRISOFT,Megri Soft Limited,INE756R01013
MEHAI,Mehai Technology  Limited,INE062Y01020
MEHIF,MEHTA INTEGRATED FINANCE LTD.,INE240B01012
MTL,MEHUL TELECOM LIMITED,INE1K0V01011
MENAMANI,MENA MANI INDUSTRIES LIMITED,INE148B01033
MENONBE,MENON BEARINGS LTD.,INE071D01033
MENNPIS,MENON PISTONS LTD.,INE650G01029
MEP,MEP Infrastructure Developers,INE776I01010
MERCANTILE,Mercantile Ventures Limited,INE689O01013
MERCURYEV,MERCURY EV-TECH LIMITED,INE763M01028
MERCURYLAB,Mercury Laboratories Limited,INE947G01011
MERCTRD,MERCURY TRADE LINKS LTD.,INE319T01016
MRTX,Merritronix Limited,INE1RQS01010
METAINFO,META INFOTECH LIMITED,INE162901016
METALCO,METAL COATINGS (INDIA) LTD.,INE161E01014
METHODHUB,Methodhub Software Limited,INE0QZR01017
METROBRAND,Metro Brands Limited,INE317I01021
METROGLOBL,METROGLOBAL LIMITED,INE085D01033
METROPOLIS,Metropolis Healthcare Limited,INE112L01020
MAL,Meyer Apparel Limited,INE100C01024
MFCL16924C,MFCL-16-5-32-NCD,INE549K07EJ7
MFCL16725,MFCL-16-7-27-NCD,INE549K07GY1
MFCL16725A,MFCL-16-7-28-NCD,INE549K07GR5
MFCL160924,MFCL-16-9-26-NCD,INE549K07EL3
885MFCL27,MFCL-8.85%-16-7-27-NCD,INE549K07GW5
9MFCL26,MFCL-9%-16-9-26-NCD,INE549K07DZ5
9MFCL2026,MFCL-9%-30-10-26-NCD,INE549K07EU4
965MFCL30,MFCL-9.65%-16-9-30-NCD,INE549K07EI9
980MFCL31,MFCL-9.80%-16-7-31-NCD,INE549K07GQ7
MFLINDIA,MFL INDIA LTD.,INE244C01020
10MFL31,MFL-10%-19-5-31-NCD,INE549K07GH6
1005MFL29B,MFL-10.05%-31-12-29-PVT,INE549K08475
1005MFL29,MFL-10.05%-31-5-29-PVT,INE549K08426
1026MFL31,MFL-10.26%-18-7-31-PVT,INE549K08574
1040MFL33,MFL-10.40%-22-8-33-PVT,INE549K08541
1045MFL32,MFL-10.45%-24-12-32-PVT,INE549K08509
1125MFL27,MFL-11.25%-9-2-27-PVT,INE939X07192
MFL120226,MFL-12-2-28-NCD,INE549K07HP7
MFL120226A,MFL-12-2-29-NCD,INE549K07HO0
MFL120226C,MFL-12-2-32-NCD,INE549K07HM4
MFL12526B,MFL-12-5-32-NCD,INE549K07ID1
MFL26F,MFL-20-9-26-NCD,INE549K07CJ1
MFL070726,MFL-7-7-28-NCD,INE549K07IX9
MFL70726A,MFL-7-7-31-NCD,INE549K07IY7
MFL70726B,MFL-7-7-32-NCD,INE549K07IQ3
825MFL29,MFL-8.25%-25-1-29-NCD,INE414G07IT2
851MFL2028,MFL-8.51%-7-7-28-NCD,INE549K07IP5
852MFL29A,MFL-8.52%-25-3-29-NCD,INE549K07HS1
865MFL29,MFL-8.65%-12-5-29-NCD,INE549K07IF6
865MFL2029,MFL-8.65%-7-7-29-NCD,INE549K07JA5
87MFL28,MFL-8.7%-12-2-28-NCD,INE549K07HL6
879MFL2031,MFL-8.79%-7-7-31-NCD,INE549K07IR1
885MFL2028,MFL-8.85%-7-7-28-NCD,INE549K07IT7
888MFL2032,MFL-8.88%-7-7-32-NCD,INE549K07IS9
9MFL30,MFL-9%-2-2-30-NCD,INE549K07BD6
9MFL31A,MFL-9%-25-3-31-NCD,INE549K07HY9
9MFL2029,MFL-9%-7-7-29-NCD,INE549K07IU5
91MFL32,MFL-9.1%-12-2-32-NCD,INE549K07HI2
915MFL2031,MFL-9.15%-7-7-31-NCD,INE549K07IV3
925MFL32,MFL-9.25%-12-5-32-NCD,INE549K07IL4
925MFL2032,MFL-9.25%-7-7-32-NCD,INE549K07IW1
94MFL27B,MFL-9.4%-19-5-27-NCD,INE549K07GC7
944MFL28A,MFL-9.44%-20-9-28-NCD,INE549K07CL7
955MFL31,MFL-9.55%-19-5-31-NCD,INE549K07GD5
975MFL29,MFL-9.75%-29-1-29-NCD,INE549K08293
99MFL30,MFL-9.9%-17-5-30-NCD,INE549K07GF0
MFLVI31F,MFL-VI-20-4-31-NCD,INE414G07FV4
MFL10125C,MFLIII-10-9-32-NCD,INE549K07FI6
9MFLIV27,MFLIV-9%-24-2-27-NCD,INE549K07FM8
775MFLTD26,MFLTD-7.75%-4-10-26-NCD,INE414G07IK1
775MFLTD28,MFLTD-7.75%-4-10-28-NCD,INE414G07IL9
MFSINTRCRP,MFS INTERCORP LTD.,INE614F01019
89MFSL27,MFSL-8.9%-28-11-27-PVT,INE348L07340
1440MFSP27,MFSP-14.40%-1-10-27-PVT,INE0I5X07042
11MGFLD27,MGFLD-11%-29-8-27-PVT,INE08KJ07175
MHFLZC26,MHFL-ZC-7-9-26-NCD,INE360T07082
MICEL,MIC ELECTRONICS LTD.,INE287C01037
MIDEASTP,MID EAST PORTFOLIO MANAGEMENT,INE033E01015
MIDINDIA,MID INDIA INDUSTRIES LTD.,INE401C01018
REMAGNET,MIDWEST ENERGY LIMITED,INE519N01014
MIDWESTLTD,Midwest Limited,INE0XAD01024
MIHIKA,Mihika Industries Ltd.,INE779Q01017
MILESTONE,MILESTONE GLOBAL LTD.,INE151H01018
ZMILGFIN,MILGREY FINANCE & INVESTMENT L,INE679T01013
MLKFOOD,MILKFOOD LTD.,INE588G01021
MILLENNIUM,Millennium Online Solutions (I,INE570N01025
MINALIND,MINAL INDUSTRIES LIMITED,INE097E01028
MINAXI,MINAXI TEXTILES LTD.,INE952C01028
MINDACORP,Minda Corporation Limited,INE842C01021
MINDSPACE,Mindspace Business Parks REIT,INE0CCU25019
MINDTECK,MINDTECK (INDIA) LTD.,INE110B01017
MINID,MINI DIAMONDS (INDIA) LTD.,INE281E01028
MINOLTAF,MINOLTA FINANCE LTD.,INE514C01026
MIRZAINT,MIRZA INTERNATIONAL LTD.,INE771A01026
MISHKA,Mishka Exim Limited,INE540S01019
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011
MISHTANN,Mishtann Foods Limited,INE094S01041
MITSHI,Mitshi India Limited,INE844D01017
MITSU,Mitsu Chem Plast Limited,INE317V01016
MITTALSTL,Mittal Sections Limited,INE833Q01012
MIZVEN,MIZZEN VENTURES LIMITED,INE681K01026
MKPMOB,MKP Mobility Limited,INE676G01024
MKVENTURES,MKVENTURES CAPITAL LIMITED,INE874A01010
MMRUBBR-B,MM RUBBER COMPANY LTD.,INE159E01026
805MMFSL32,MMFSL-8.05%-24-07-32-NCD,INE774D08MM1
93MMFSL27,MMFSL-9.3%-18-1-27-NCD,INE774D07SW9
1025MML28,MML-10.25%-30-7-28-NCD,INE05F407DJ5
1050MML30,MML-10.50%-12-5-30-NCD,INE101Q07BG6
1075MML027,MML-10.75%-27-5-27-PVT,INE884Q07764
1150MML29,MML-11.50%-11-9-29-NCD,INE05F407CO7
1170MML27,MML-11.70%-30-06-27-PVT,INE884Q07822
MML120626A,MML-12-6-28-NCD,INE05F407DZ1
MML191225D,MML-19-3-32-NCD,INE05F407DU2
MML21425A,MML-20-05-31-NCD,INE05F407DE6
MML191225,MML-23-1-27-NCD,INE05F407DM9
MML31725B,MML-29-10-31-NCD,INE05F407DL1
925MML27,MML-9.25%-29-8-27-NCD,INE101Q07BL6
930MMCL28,MML-9.30%-17-06-28-PVT,INE101Q07BX1
930MML2028,MML-9.30%-20-11-28-PVT,INE101Q07CA7
930MML28,MML-9.30%-27-1-28-PVT,INE101Q07BS1
965MMCL28,MML-9.65%-18-09-28-PVT,INE101Q07BW3
965MML28,MML-9.65%-25-8-28-PVT,INE101Q07BZ6
975MML27A,MML-9.75%-12-6-27-PVT,INE101Q07BH4
975MMLD28,MML-9.75%-27-10-28-PVT,INE101Q07BR3
98MML27A,MML-9.8%-4-11-27-PVT,INE046W07305
985MML27,MML-9.85%-16-12-27-PVT,INE046W07347
99MML27,MML-9.9%-4-11-27-PVT,INE046W07313
MMTC,MMTC LTD.,INE123F01029
MOBAVENUE,Mobavenue AI Tech Limited,INE622Q01027
MODWOOL,MODELLA WOOLLENS LTD.,INE380D01012
